vertebrate_sp_paper	vertebrate_sp_current	vertebrate_genus_current	vertebrate_family_current	body_size	diet	vertebrate
Artibeus_cinereus	Artibeus_cinereus	Artibeus	Phyllostomidae	12.63	Frugivore	Chiroptera
Artibeus_concolor	Artibeus_concolor	Artibeus	Phyllostomidae	19.35	Frugivore	Chiroptera
Artibeus_fimbriatus	Artibeus_fimbriatus	Artibeus	Phyllostomidae	63.9	Frugivore	Chiroptera
Artibeus_gnomus	Artibeus_gnomus	Artibeus	Phyllostomidae	10.06	Frugivore	Chiroptera
Artibeus_jamaicensis	Artibeus_jamaicensis	Artibeus	Phyllostomidae	42.17	Frugivore	Chiroptera
Artibeus_lituratus	Artibeus_lituratus	Artibeus	Phyllostomidae	60.54	Frugivore	Chiroptera
Artibeus_lituratus_	Artibeus_lituratus	Artibeus	Phyllostomidae	60.54	Frugivore	Chiroptera
Artibeus_obscurus	Artibeus_obscurus	Artibeus	Phyllostomidae	35.2	Frugivore	Chiroptera
Artibeus_phaeotis	Artibeus_phaeotis	Artibeus	Phyllostomidae	45.18	Frugivore	Chiroptera
Artibeus_planirostris	Artibeus_planirostris	Artibeus	Phyllostomidae	66.73	Frugivore	Chiroptera
Artibeus_toltecus	Artibeus_toltecus	Artibeus	Phyllostomidae	15.4	Frugivore	Chiroptera
Artibeus_watsoni	Artibeus_watsoni	Artibeus	Phyllostomidae	11.2	Frugivore	Chiroptera
Brachyphylla_cavernarum	Brachyphylla_cavernarum	Brachyphylla	Phyllostomidae	46.17	Frugivore	Chiroptera
Brachyphylla_nana	Brachyphylla_nana	Brachyphylla	Phyllostomidae	35.83	Frugivore	Chiroptera
Carollia_benkeithi	Carollia_benkeithi	Carollia	Phyllostomidae	13.5	Frugivore	Chiroptera
Carollia_brevicauda	Carollia_brevicauda	Carollia	Phyllostomidae	14.4	Frugivore	Chiroptera
Carollia_castanea	Carollia_castanea	Carollia	Phyllostomidae	13.27	Frugivore	Chiroptera
Carollia_perspicillata	Carollia_perspicillata	Carollia	Phyllostomidae	18	Frugivore	Chiroptera
Carollia_sowelli	Carollia_sowelli	Carollia	Phyllostomidae	16.5	Frugivore	Chiroptera
Carollia_subrufa	Carollia_subrufa	Carollia	Phyllostomidae	15.59	Frugivore	Chiroptera
Centurio_senex	Centurio_senex	Centurio	Phyllostomidae	21.22	Frugivore	Chiroptera
Chiroderma_doriae	Chiroderma_doriae	Chiroderma	Phyllostomidae	32.91	Frugivore	Chiroptera
Chiroderma_gorgasi	Chiroderma_gorgasi	Chiroderma	Phyllostomidae	NA	Frugivore	Chiroptera
Chiroderma_trinitatum	Chiroderma_trinitatum	Chiroderma	Phyllostomidae	13.68	Frugivore	Chiroptera
Chiroderma_villosum	Chiroderma_villosum	Chiroderma	Phyllostomidae	23.12	Frugivore	Chiroptera
Choeronycteris_mexicana	Choeronycteris_mexicana	Choeronycteris	Phyllostomidae	16.6	Frugivore	Chiroptera
Dermanura_cinerea	Artibeus_cinereus	Artibeus	Phyllostomidae	12.63	Frugivore	Chiroptera
Dermanura_tolteca	Artibeus_toltecus	Artibeus	Phyllostomidae	15.4	Frugivore	Chiroptera
Glossophaga_commissarisi	Glossophaga_commissarisi	Glossophaga	Phyllostomidae	8.9	Insectivore	Chiroptera
Glossophaga_longirostris	Glossophaga_longirostris	Glossophaga	Phyllostomidae	11.92	Insectivore	Chiroptera
Glossophaga_soricina	Glossophaga_soricina	Glossophaga	Phyllostomidae	9.43	Insectivore	Chiroptera
Hsunycteris_thomasi	Hsunycteris_thomasi	Hsunycteris	Phyllostomidae	7.5	NA	Chiroptera
Hylonycteris_underwoodi	Hylonycteris_underwoodi	Hylonycteris	Phyllostomidae	6.65	Nectarivore	Chiroptera
Leptonycteris_curasoae	Leptonycteris_curasoae	Leptonycteris	Phyllostomidae	23.42	Frugivore	Chiroptera
Leptonycteris_nivalis	Leptonycteris_nivalis	Leptonycteris	Phyllostomidae	25.64	Frugivore	Chiroptera
Leptonycteris_yerbabuenae	Leptonycteris_yerbabuenae	Leptonycteris	Phyllostomidae	22.24	Frugivore	Chiroptera
Lonchophylla_dekeyseri	Lonchophylla_dekeyseri	Lonchophylla	Phyllostomidae	11.8	Insectivore	Chiroptera
Lonchophylla_mordax	Lonchophylla_mordax	Lonchophylla	Phyllostomidae	10.7	Insectivore	Chiroptera
Lophostoma_silvicola	Lophostoma_silvicola	Lophostoma	Phyllostomidae	32.08	NA	Chiroptera
Mesophylla_macconnelli	Mesophylla_macconnelli	Mesophylla	Phyllostomidae	6.92	Frugivore	Chiroptera
Micronycteris_hirsuta	Micronycteris_hirsuta	Micronycteris	Phyllostomidae	12.01	Insectivore	Chiroptera
Micronycteris_megalotis	Micronycteris_megalotis	Micronycteris	Phyllostomidae	6.11	Insectivore	Chiroptera
Monophyllus_redmani	Monophyllus_redmani	Monophyllus	Phyllostomidae	8.7	Frugivore	Chiroptera
Noctilio_albiventris	Noctilio_albiventris	Noctilio	Noctilionidae	30.85	Insectivore	Chiroptera
Phylloderma_stenops	Phylloderma_stenops	Phylloderma	Phyllostomidae	53.68	Granivore	Chiroptera
Phyllonycteris_poeyi	Phyllonycteris_poeyi	Phyllonycteris	Phyllostomidae	15.36	Frugivore	Chiroptera
Phyllops_falcatus	Phyllops_falcatus	Phyllops	Phyllostomidae	20.91	Frugivore	Chiroptera
Phyllostomus_discolor	Phyllostomus_discolor	Phyllostomus	Phyllostomidae	34.13	Frugivore	Chiroptera
Phyllostomus_elongatus	Phyllostomus_elongatus	Phyllostomus	Phyllostomidae	40.43	Insectivore	Chiroptera
Phyllostomus_hastatus	Phyllostomus_hastatus	Phyllostomus	Phyllostomidae	87.21	Insectivore	Chiroptera
Platyrrhinus_brachycephalus	Platyrrhinus_brachycephalus	Platyrrhinus	Phyllostomidae	14.1	Frugivore	Chiroptera
Platyrrhinus_dorsalis	Platyrrhinus_dorsalis	Platyrrhinus	Phyllostomidae	26	Frugivore	Chiroptera
Platyrrhinus_helleri	Platyrrhinus_helleri	Platyrrhinus	Phyllostomidae	13.5	Frugivore	Chiroptera
Platyrrhinus_lineatus	Platyrrhinus_lineatus	Platyrrhinus	Phyllostomidae	24.36	Frugivore	Chiroptera
Platyrrhinus_nitelinea	Platyrrhinus_nitelinea	Platyrrhinus	Phyllostomidae	NA	Frugivore	Chiroptera
Platyrrhinus_recifinus	Platyrrhinus_recifinus	Platyrrhinus	Phyllostomidae	22	Frugivore	Chiroptera
Platyrrhinus_sp	Platyrrhinus	Platyrrhinus	Phyllostomidae	NA	Frugivore	Chiroptera
Platyrrhinus_vittatus	Platyrrhinus_vittatus	Platyrrhinus	Phyllostomidae	41.4	Frugivore	Chiroptera
Pygoderma_bilabiatum	Pygoderma_bilabiatum	Pygoderma	Phyllostomidae	18.5	Frugivore	Chiroptera
Rhinophylla_pumilio	Rhinophylla_pumilio	Rhinophylla	Phyllostomidae	9.55	Frugivore	Chiroptera
Sturnira_aratathomasi	Sturnira_aratathomasi	Sturnira	Phyllostomidae	48.63	Frugivore	Chiroptera
Sturnira_erythromos	Sturnira_erythromos	Sturnira	Phyllostomidae	15.1	Frugivore	Chiroptera
Sturnira_giannae	Sturnira_giannae	Sturnira	Phyllostomidae	19.5	Frugivore	Chiroptera
Sturnira_hondurensis	Sturnira_hondurensis	Sturnira	Phyllostomidae	20	Frugivore	Chiroptera
Sturnira_lilium	Sturnira_lilium	Sturnira	Phyllostomidae	21.27	Frugivore	Chiroptera
Sturnira_lillum	Sturnira_lilium	Sturnira	Phyllostomidae	19.1	Frugivore	Chiroptera
Sturnira_ludovici	Sturnira_ludovici	Sturnira	Phyllostomidae	21.02	Frugivore	Chiroptera
Sturnira_mordax	Sturnira_mordax	Sturnira	Phyllostomidae	25.08	Frugivore	Chiroptera
Sturnira_parvidens	Sturnira_parvidens	Sturnira	Phyllostomidae	NA	Frugivore	Chiroptera
Sturnira_tildae	Sturnira_tildae	Sturnira	Phyllostomidae	24.04	Frugivore	Chiroptera
Tonatia_bakeri	Tonatia_bakeri	Tonatia	Phyllostomidae	25	NA	Chiroptera
Trachops_cirrhosus	Trachops_cirrhosus	Trachops	Phyllostomidae	37.67	Insectivore	Chiroptera
Trinycteris_nicefori	Trinycteris_nicefori	Trinycteris	Phyllostomidae	8.25	Insectivore	Chiroptera
Uroderma_biloChiropteraum	Uroderma_biloChiropteraum	Uroderma	Phyllostomidae	16.69	Frugivore	Chiroptera
Uroderma_convexum	Uroderma_convexum	Uroderma	Phyllostomidae	16.5	NA	Chiroptera
Uroderma_magnirostrum	Uroderma_magnirostrum	Uroderma	Phyllostomidae	16.85	Frugivore	Chiroptera
Vampyressa_pusilla	 Vampyriscus_pusilla	Vampyressa	Phyllostomidae	10.98	NA	Chiroptera
Vampyressa_thyone	Vampyriscus_thyone	Vampyressa	Phyllostomidae	12.83	NA	Chiroptera
Vampyriscus_nymphaea	Vampyriscus_nymphaeus	Vampyriscus	Phyllostomidae	11.5	NA	Chiroptera
Vampyrodes_major	Vampyrodes_major	Vampyrodes	Phyllostomidae	38.5	NA	Chiroptera
Tapirus_terrestris	Tapirus_terrestris	Tapirus	Tapiridae	207500.91	Herbivore	Ungulata
Dicotyles_crassus	Pecari_tajacu	Pecari	Tayassuidae	21266.69	Omnivore	Ungulata
Dycotiles_crassus	Pecari_tajacu	Pecari	Tayassuidae	21266.69	Omnivore	Ungulata
Mazama_americana	Mazama_americana	Mazama	Cervidae	22799.75	Herbivore	Ungulata
Mazama_gouazoubira	Mazama_gouazoubira	Mazama	Cervidae	16633.17	Herbivore	Ungulata
Mazama_sp	Mazama	Mazama	Cervidae	NA	Herbivore	Ungulata
Odocoileus_virginianus	Odocoileus_virginianus	Odocoileus	Cervidae	55508.56	Omnivore	Ungulata
Pecari_tajacu	Pecari_tajacu	Pecari	Tayassuidae	21266.69	Omnivore	Ungulata
Tapirella_bairdii	Tapirella_bairdii	Tapirella	Tapiridae	275000	Herbivore	Ungulata
Tapirus_bairdii	Tapirella_bairdii	Tapirella	Tapiridae	275000	Herbivore	Ungulata
Tapirus_pinchaque	Tapirus_pinchaque	Tapirus	Tapiridae	148949.83	Herbivore	Ungulata
Tayassu_pecari	Tayassu_pecari	Tayassu	Tayassuidae	32233.69	Omnivore	Ungulata
Tayassu_tajacu	Pecari_tajacu	Pecari	Tayassuidae	21266.69	Omnivore	Ungulata
Oryzomys_galapagoensis	Aegialomys_galapagoensis	Aegialomys	Cricetidae	94	NA	Rodentia
Akodon_paranaensis	Akodon_paranaensis	Akodon	Cricetidae	31.32	Insectivore	Rodentia
Oryzomys_capito	Hylaeamys_megacephalus	Hylaeamys	Cricetidae	45.8	Omnivore	Rodentia
Nectomys_squamipes	Nectomys_squamipes	Nectomys	Cricetidae	190.75	Omnivore	Rodentia
Oligoryzomys_sp	Oligoryzomys	Oligoryzomys	Cricetidae	NA	NA	Rodentia
Oxymycterus_roberti	Oxymycterus_roberti 	Oxymycterus	Cricetidae	69.72	Insectivore	Rodentia
Cuniculus_paca	Cuniculus_paca	Cuniculus	Cuniculidae	8172.55	Omnivore	Rodentia
Dasyprocta_sp	Dasyprocta	Dasyprocta	Dasyproctidae	NA	NA	Rodentia
Dasyprocta_azarae	Dasyprocta_azarae	Dasyprocta	Dasyproctidae	2309.99	Omnivore	Rodentia
Dasyprocta_fuliginosa	Dasyprocta_fuliginosa	Dasyprocta	Dasyproctidae	3500.02	Omnivore	Rodentia
Dasyprocta_leporina	Dasyprocta_leporina	Dasyprocta	Dasyproctidae	3020.02	Omnivore	Rodentia
Dasyprocta_aguti	Dasyprocta_leporina	Dasyprocta	Dasyproctidae	3020.02	Omnivore	Rodentia
Dasyprocta_mexicana	Dasyprocta_mexicana	Dasyprocta	Dasyproctidae	5000	Omnivore	Rodentia
Dasyprocta_prymnolopha	Dasyprocta_prymnolopha	Dasyprocta	Dasyproctidae	2900.01	Omnivore	Rodentia
Dasyprocta_punctata	Dasyprocta_punctata	Dasyprocta	Dasyproctidae	3025	Omnivore	Rodentia
Dasyprocta_variegata	Dasyprocta_punctata	Dasyprocta	Dasyproctidae	3383.33	Omnivore	Rodentia
Myoprocta_acouchy	Myoprocta_acouchy	Myoprocta	Dasyproctidae	600	Omnivore	Rodentia
Myoprocta_pratti	Myoprocta_pratti	Myoprocta	Dasyproctidae	966.73	Omnivore	Rodentia
Clyomys_bishopi	Clyomys_bishopi	Clyomys	Echimyidae	30	Omnivore	Rodentia
Proechimys_sp	Proechimys	Proechimys	Echimyidae	NA	NA	Rodentia
Proechimys_longicaudatus	Proechimys_longicaudatus	Proechimys	Echimyidae	205	Omnivore	Rodentia
Proechimys_oconnelli	Proechimys_oconnelli	Proechimys	Echimyidae	285	Omnivore	Rodentia
Proechimys_semispinosus	Proechimys_semispinosus	Proechimys	Echimyidae	360.5	Omnivore	Rodentia
Trinomys_sp	Trinomys	Trinomys	Echimyidae	NA	NA	Rodentia
Heterotomys_desmarestianus	Heteromys_desmarestianus	Heteromys	Heteromyidae	72.5	Omnivore	Rodentia
Microsciurus_flaviventer	Microsciurus_flaviventer	Microsciurus	Sciuridae	92	Granivore	Rodentia
Microsciurus_mimulus	Microsciurus_mimulus	Microsciurus	Sciuridae	120	Granivore	Rodentia
Sciurillus_pusillus	Sciurillus_pusillus	Sciurillus	Sciuridae	39	Omnivore	Rodentia
Guerlinguetus_sp	Sciurus	Sciurus	Sciuridae	NA	NA	Rodentia
Sciurus_sp	Sciurus	Sciurus	Sciuridae	NA	NA	Rodentia
Guerlinguetus_aestuans	Sciurus_aestuans	Sciurus	Sciuridae	185	Granivore	Rodentia
Guerlinguetus_brasiliensis	Sciurus_aestuans	Sciurus	Sciuridae	185	Granivore	Rodentia
Guerlinguetus_ingrami	Sciurus_aestuans	Sciurus	Sciuridae	185	Granivore	Rodentia
Sciurus_aestuans	Sciurus_aestuans	Sciurus	Sciuridae	185	Granivore	Rodentia
Sciurus_alphonsei	Sciurus_aestuans	Sciurus	Sciuridae	185	Granivore	Rodentia
Sciurus_deppei	Sciurus_deppei	Sciurus	Sciuridae	190	Granivore	Rodentia
Notosciurus_granatensis	Sciurus_granatensis	Sciurus	Sciuridae	250	Granivore	Rodentia
Sciurus_granatensis	Sciurus_granatensis	Sciurus	Sciuridae	250	Granivore	Rodentia
Hadrosciurus_igniventris	Sciurus_igniventris	Sciurus	Sciuridae	700	Granivore	Rodentia
Aotus_nancymae	Aotus_nancymai	Aotus	Aotidae	929.57	Insectivore	Primate
Aotus_vociferans	Aotus_vociferans	Aotus	Aotidae	872.99	Insectivore	Primate
Alouatta_belzebul	Alouatta_belzebul	Alouatta	Atelidae	6400	Herbivore	Primate
Alouatta_caraya	Alouatta_caraya	Alouatta	Atelidae	5862.46	Herbivore	Primate
Alouatta_discolor	Alouatta_discolor	Alouatta	Atelidae	NA	Herbivore	Primate
Alouata_guariba	Alouatta_guariba	Alouatta	Atelidae	5188.33	Herbivore	Primate
Alouatta_guariba	Alouatta_guariba	Alouatta	Atelidae	5188.33	Herbivore	Primate
Alouatta_maconnelli	Alouatta_macconnelli 	Alouatta	Atelidae	NA	Herbivore	Primate
Alouatta_palliata	Alouatta_palliata	Alouatta	Atelidae	6587	Herbivore	Primate
Alouatta_pigra	Alouatta_pigra	Alouatta	Atelidae	6893	Herbivore	Primate
Alouatta_seniculus	Alouatta_seniculus	Alouatta	Atelidae	6460	Herbivore	Primate
Ateles_belzebuth	Ateles_belzebuth	Ateles	Atelidae	8322	Frugivore	Primate
Ateles_chamek	Ateles_chamek	Ateles	Atelidae	5999.98	Frugivore	Primate
Ateles_geoffroyi	Ateles_geoffroyi	Ateles	Atelidae	5284.94	Frugivore	Primate
Ateles_hybridus	Ateles_hybridus	Ateles	Atelidae	6394.85	Frugivore	Primate
Ateles_marginatus	Ateles_marginatus	Ateles	Atelidae	5999.98	Frugivore	Primate
Ateles_paniscus	Ateles_paniscus	Ateles	Atelidae	7900.05	Frugivore	Primate
Brachyteles_arachnoides	Brachyteles_arachnoides	Brachyteles	Atelidae	10750	Frugivore	Primate
Brachyteles_hypoxanthus	Brachyteles_hypoxanthus	Brachyteles	Atelidae	13499.88	Frugivore	Primate
Lagothrix_flavicauda	Lagothrix_flavicauda	Lagothrix	Atelidae	6300	Herbivore	Primate
Lagothrix_cana	Lagothrix_lagothricha	Lagothrix	Atelidae	6267	Herbivore	Primate
Lagothrix_lagothricha	Lagothrix_lagothricha	Lagothrix	Atelidae	6267	Herbivore	Primate
Lagothrix_lagotricha	Lagothrix_lagothricha	Lagothrix	Atelidae	6267	Herbivore	Primate
Lagothrix_lugens	Lagothrix_lagothricha	Lagothrix	Atelidae	6267	Herbivore	Primate
Lagothrix_poeppiggi	Lagothrix_lagothricha	Lagothrix	Atelidae	6267	Herbivore	Primate
Callimico_goeldii	Callimico_goeldii	Callimico	Callitrichidae	480	Frugivore	Primate
Callithrix_aurita	Callithrix_aurita	Callithrix	Callitrichidae	400	Insectivore	Primate
Callithrix_flaviceps	Callithrix_flaviceps	Callithrix	Callitrichidae	400	Insectivore	Primate
Callithrix_geoffroyi	Callithrix_geoffroyi	Callithrix	Callitrichidae	340	Insectivore	Primate
Callithrix_jacchus	Callithrix_jacchus	Callithrix	Callitrichidae	290	Insectivore	Primate
Callithrix_kuhlii	Callithrix_kuhlii	Callithrix	Callitrichidae	315	Insectivore	Primate
Callithrix_penicillata	Callithrix_penicillata	Callithrix	Callitrichidae	290	Insectivore	Primate
Saguinus_fuscicolis	Leontocebus_fuscicollis	Leontocebus	Callitrichidae	377	Insectivore	Primate
Saguinus_fuscicollis	Leontocebus_fuscicollis	Leontocebus	Callitrichidae	377	Insectivore	Primate
Saguinus_lagonotus	Leontocebus_lagonotus	Leontocebus	Callitrichidae	NA	Insectivore	Primate
Leontopithecus_caissara	Leontopithecus_caissara	Leontopithecus	Callitrichidae	620	Insectivore	Primate
Leontopithecus_chrysomelas	Leontopithecus_chrysomelas	Leontopithecus	Callitrichidae	578	Insectivore	Primate
Leontopithecus_chrysopygus	Leontopithecus_chrysopygus	Leontopithecus	Callitrichidae	615	Insectivore	Primate
Leontopithecus_rosalia	Leontopithecus_rosalia	Leontopithecus	Callitrichidae	628	Insectivore	Primate
Mico_melanurus	Mico_melanurus	Mico	Callitrichidae	NA	Insectivore	Primate
Saguinus_geoffroyi	Oedipomidas_geoffroyi	Oedipomidas	Callitrichidae	605	Insectivore	Primate
Saguinus_oedipus	Oedipomidas_oedipus	Oedipomidas	Callitrichidae	NA	Insectivore	Primate
Saguinus_bicolor	Saguinus_bicolor	Saguinus	Callitrichidae	465	Insectivore	Primate
Saguinus_martinsi	Saguinus_martinsi	Saguinus	Callitrichidae	462.13	Frugivore	Primate
Saguinus_midas	Saguinus_midas	Saguinus	Callitrichidae	540	Insectivore	Primate
Saguinus_niger	Saguinus_niger	Saguinus	Callitrichidae	462.13	Frugivore	Primate
Saguinus_labiatus	Tamarinus_labiatus	Tamarinus	Callitrichidae	NA	Insectivore	Primate
Saguinus_mystax	Tamarinus_mystax	Tamarinus	Callitrichidae	542	Frugivore	Primate
Cebus_albifrons	Cebus_albifrons	Cebus	Cebidae	2629	Omnivore	Primate
Cebus_capucinus	Cebus_capucinus	Cebus	Cebidae	2733.32	Omnivore	Primate
Cebus_kaapori	Cebus_kaapori	Cebus	Cebidae	3000	Omnivore	Primate
Cebus_olivaceus	Cebus_olivaceus	Cebus	Cebidae	2599.98	Omnivore	Primate
Cebus_yuracus	Cebus_yuracus	Cebus	Cebidae	NA	Omnivore	Primate
Saimiri_boliviensis	Saimiri_boliviensis	Saimiri	Cebidae	615.01	Insectivore	Primate
Saimiri_cassiquiarensis	Saimiri_cassiquiarensis	Saimiri	Cebidae	NA	Insectivore	Primate
Saimiri_sciureus	Saimiri_sciureus	Saimiri	Cebidae	743.24	Insectivore	Primate
Saimiri_ustus	Saimiri_ustus	Saimiri	Cebidae	1000	Insectivore	Primate
Saimiri_vanzolinii	Saimiri_vanzolinii	Saimiri	Cebidae	769.61	Insectivore	Primate
Sapajus_apela	Sapajus_apella	Sapajus	Cebidae	2645	Omnivore	Primate
Sapajus_apella	Sapajus_apella	Sapajus	Cebidae	2645	Omnivore	Primate
Sapajus_cay	Sapajus_cay	Sapajus	Cebidae	NA	Omnivore	Primate
Sapajus_flavius	Sapajus_flavius	Sapajus	Cebidae	NA	Omnivore	Primate
Cebus_libidinosus	Sapajus_libidinosus	Sapajus	Cebidae	NA	Omnivore	Primate
Sapajus_libidinosus	Sapajus_libidinosus	Sapajus	Cebidae	NA	Omnivore	Primate
Cebus_nigritus	Sapajus_nigritus	Sapajus	Cebidae	NA	Omnivore	Primate
Sapajus_nigritus	Sapajus_nigritus	Sapajus	Cebidae	NA	Omnivore	Primate
Sapajus_robustus	Sapajus_robustus	Sapajus	Cebidae	NA	Omnivore	Primate
Cebus_xanthosternos	Sapajus_xanthosternos	Sapajus	Cebidae	NA	Omnivore	Primate
Sapajus_xanthosternos	Sapajus_xanthosternos	Sapajus	Cebidae	NA	Omnivore	Primate
Cacajao_calvus	Cacajao_calvus	Cacajao	Pitheciidae	5796.02	Granivore	Primate
Cacajao_melanocephalus	Cacajao_melanocephalus	Cacajao	Pitheciidae	3100	Granivore	Primate
Callicebus_coimbrai	Callicebus_coimbrai	Callicebus	Pitheciidae	1011.32	Granivore	Primate
Callicebus_melanochir	Callicebus_melanochir	Callicebus	Pitheciidae	1370	Granivore	Primate
Callicebus_nigrifrons	Callicebus_nigrifrons	Callicebus	Pitheciidae	1011.32	Granivore	Primate
Callicebus_personatus	Callicebus_personatus	Callicebus	Pitheciidae	1349.99	Granivore	Primate
Chiropotes_albinasus	Chiropotes_albinasus	Chiropotes	Pitheciidae	2900.01	Granivore	Primate
Chiropotes_chiropotes	Chiropotes_chiropotes	Chiropotes	Pitheciidae	2949.58	Granivore	Primate
Pithecia_albicans	Pithecia_albicans	Pithecia	Pitheciidae	2800.01	Granivore	Primate
Pithecia_chrysocephala	Pithecia_chrysocephala	Pithecia	Pitheciidae	NA	Granivore	Primate
Pithecia_milleri	Pithecia_milleri	Pithecia	Pitheciidae	NA	Granivore	Primate
Pithecia_monachus	Pithecia_monachus	Pithecia	Pitheciidae	1537.52	Granivore	Primate
Callicebus_cupreus	Plecturocebus_cupreus	Plecturocebus	Pitheciidae	NA	Granivore	Primate
Caluromys_philander	Caluromys_philander	Caluromys	Didelphidae	229.25	Omnivore	Marsupialia
Didelphis_albiventris	Didelphis_albiventris	Didelphis	Didelphidae	904	Carnivora	Marsupialia
Didelphis_aurita	Didelphis_aurita	Didelphis	Didelphidae	1163.99	Carnivora	Marsupialia
Didelphis_Marsupialiais	Didelphis_Marsupialiais	Didelphis	Didelphidae	1091.16	Carnivora	Marsupialia
Gracilinanus_agilis	Gracilinanus_agilis	Gracilinanus	Didelphidae	22	Insectivore	Marsupialia
Gracilinanus_microtarsus	Gracilinanus_microtarsus	Gracilinanus	Didelphidae	31	Insectivore	Marsupialia
Marmosa_robinsoni	Marmosa_robinsoni	Marmosa	Didelphidae	56.67	Insectivore	Marsupialia
Marmosops_incanus	Marmosops_incanus	Marmosops	Didelphidae	62.3	Insectivore	Marsupialia
Marmosops_paulensis	Marmosops_paulensis	Marmosops	Didelphidae	38.89	Insectivore	Marsupialia
Metachirus_nudicaudatus	Metachirus_nudicaudatus	Metachirus	Didelphidae	375	Carnivora	Marsupialia
Marmosa_paraguayana	Micoureus_paraguayanus	Micoureus	Didelphidae	112.43	Insectivore	Marsupialia
Monodelphis_americana	Monodelphis_americana	Monodelphis	Didelphidae	19.5	Insectivore	Marsupialia
Philander_frenatus	Philander_frenatus	Philander	Didelphidae	395.45	Carnivora	Marsupialia
Philander_opossum	Philander_opossum	Philander	Didelphidae	585.5	Carnivora	Marsupialia
Dromiciops_gliroides	Dromiciops_gliroides	Dromiciops	Microbiotheriidae	22.3	Insectivore	Marsupialia
Micoureus_paraguayanus	Marmosa_paraguayana	Marmosa	Didelphidae	141.5	NA	Marsupialia
Atelocynus_microtis	Atelocynus_microtis	Atelocynus	Canidae	7749.97	Carnivora	Carnivora
Canis_latrans	Canis_latrans	Canis	Canidae	13406.33	Carnivora	Carnivora
Cerdocyon_thous	Cerdocyon_thous	Cerdocyon	Canidae	5239.98	Insectivore	Carnivora
Chrysocyon_brachyurus	Chrysocyon_brachyurus	Chrysocyon	Canidae	23249.84	Carnivora	Carnivora
Pseudalopex_culpaeus	Lycalopex_culpaeus	Lycalopex	Canidae	8616.24	Carnivora	Carnivora
Lycalopex_gymnocercus	Lycalopex_gymnocercus	Lycalopex	Canidae	4542.67	Carnivora	Carnivora
Pseudalopex_gymnocercus	Lycalopex_gymnocercus	Lycalopex	Canidae	4542.67	Carnivora	Carnivora
Lycalopex_vetulus	Lycalopex_vetulus	Lycalopex	Canidae	4233.47	Carnivora	Carnivora
Speothos_venaticus	Speothos_venaticus	Speothos	Canidae	5999.98	Carnivora	Carnivora
Urocyon_cinereoargenteus	Urocyon_cinereoargenteus	Urocyon	Canidae	3833.72	Carnivora	Carnivora
Conepatus_semistriatus	Conepatus_semistriatus	Conepatus	Mephitidae	1200	Insectivore	Carnivora
Eira_barbara	Eira_barbara	Eira	Mustelidae	3910.03	Carnivora	Carnivora
Bassariscus_astutus	Bassariscus_astutus	Bassariscus	Procyonidae	1129.51	Frugivore	Carnivora
Nasua_narica	Nasua_narica	Nasua	Procyonidae	4030.05	Frugivore	Carnivora
Nasua_nasua	Nasua_nasua	Nasua	Procyonidae	3793.85	Frugivore	Carnivora
Potos_flavus	Potos_flavus	Potos	Procyonidae	3000	Frugivore	Carnivora
Potus_flavus	Potos_flavus	Potos	Procyonidae	3000	Frugivore	Carnivora
Procyon_cancrivorus	Procyon_cancrivorus	Procyon	Procyonidae	6949.92	Omnivore	Carnivora
Phrynops_rufipes	Rhinemys_rufipes	Rhinemys	Chelidae	5705	Carnivora	Reptilia
Anolis_grahami	Anolis_grahami	Anolis	Dactyloidae	8.7	Omnivore	Reptilia
Anolis_lineatopus	Anolis_lineatopus	Anolis	Dactyloidae	8.1	Carnivora	Reptilia
Anolis_valencienni	Anolis_valencienni	Anolis	Dactyloidae	13.2	Omnivore	Reptilia
Rhinoclemmys_funerea	Rhinoclemmys_funerea	Rhinoclemmys	Geoemydidae	4919	Herbivore	Reptilia
Conolophus_subcristatus	Conolophus_subcristatus	Conolophus	Iguanidae	6309.6	Herbivore	Reptilia
Ctenosaura_hemilopha	Ctenosaura_hemilopha	Ctenosaura	Iguanidae	2754.2	Herbivore	Reptilia
Ctenosaura_similis	Ctenosaura_similis	Ctenosaura	Iguanidae	5011.9	Herbivore	Reptilia
Iguana_iguana	Iguana_iguana	Iguana	Iguanidae	8128.3	Herbivore	Reptilia
Liolaemus_pictus	Liolaemus_pictus	Liolaemus	Liolaemidae	37.2	Omnivore	Reptilia
Peltocephalus_dumerilianus	Peltocephalus_dumerilianus	Peltocephalus	Podocnemididae	11155	NA	Reptilia
Podocnemis_expansa	Podocnemis_expansa	Podocnemis	Podocnemididae	64845	Omnivore	Reptilia
Podocnemis_unifilis	Podocnemis_unifilis	Podocnemis	Podocnemididae	13585	Omnivore	Reptilia
Salvator_merianae	Salvator_merianae	Salvator	Teiidae	4466.8	Omnivore	Reptilia
Teius_teyou	Teius_teyou	Teius	Teiidae	104.7	Omnivore	Reptilia
Chelonoidis_carbonaria	Chelonoidis_carbonaria	Chelonoidis	Testudinidae	32223	Omnivore	Reptilia
Chelonoidis_chilensis	Chelonoidis_chilensis	Chelonoidis	Testudinidae	15129	Herbivore	Reptilia
Chelonoides_denticulata	Chelonoidis_denticulata	Chelonoidis	Testudinidae	78316	Omnivore	Reptilia
